76333	SEM_M03	0	2021.0	0	0	0	0	0	9520.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76231	RAF_A05	5654.0	0	0	0	0	0	0	27633.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76305	SEM_A05	3877.0	0	0	0	0	0	0	13350.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76379	SIS_A04	2525.0	0	0	0	0	0	0	9311.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76182	PJO_M01	7472.0	0	0	0	0	0	0	27072.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76156	PJO_A05	6570.0	0	0	0	0	0	0	13109.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76135	PHA_O13	0	6578.0	0	0	0	0	0	13391.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76181	PJO_D15	781.0	0	0	0	0	0	0	0	25335.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76214	PJO_P03	0	5927.0	0	0	0	0	0	0	26030.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76188	PJO_M07	3600.0	0	0	0	0	0	0	0	0	4181.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76418	SIS_M14	0	0	25943.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76390	SIS_D01	0	0	34664.0	0	0	0	0	0	0	0	0	225.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76408	SIS_M04	0	0	12980.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76417	SIS_M13	0	0	20126.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76396	SIS_D07	0	0	23774.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76391	SIS_D02	0	0	15896.0	0	0	0	0	0	0	0	0	219.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76425	SIS_O06	0	0	19089.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76419	SIS_M15	0	0	11209.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76401	SIS_D12	0	0	17889.0	0	0	0	0	257.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76393	SIS_D04	0	0	19013.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76428	SIS_O09	0	0	22339.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76392	SIS_D03	0	0	16452.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76405	SIS_M01	0	0	10304.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76397	SIS_D08	0	0	22487.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76431	SIS_O12	0	0	19414.0	0	0	0	0	0	0	0	0	218.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76420	SIS_O01	0	0	5395.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76399	SIS_D10	0	0	10299.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76398	SIS_D09	0	0	19469.0	0	0	0	0	0	0	221.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76429	SIS_O10	0	0	5815.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76413	SIS_M09	0	0	18754.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76423	SIS_O04	0	0	17715.0	0	0	0	0	0	0	204.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76421	SIS_O02	0	0	7939.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76400	SIS_D11	0	0	13746.0	0	0	0	0	0	0	0	0	272.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76414	SIS_M10	0	0	9907.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76433	SIS_O14	0	0	6816.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76403	SIS_D14	0	0	14746.0	0	0	0	0	0	0	0	0	268.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76424	SIS_O05	0	0	17899.0	0	0	0	0	0	0	0	0	213.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76415	SIS_M11	0	0	11699.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76427	SIS_O08	0	0	9950.0	0	0	0	0	0	0	0	0	241.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76394	SIS_D05	0	0	12922.0	0	0	0	0	0	0	0	0	0	197.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76404	SIS_D15	0	0	15163.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.0	0	0	0	0	0	0	0	0	0	0
76426	SIS_O07	0	0	7848.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76430	SIS_O11	0	0	7532.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76434	SIS_O15	0	0	10721.0	0	0	0	0	0	0	320.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76412	SIS_M08	0	0	14408.0	0	0	0	0	516.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76152	PHA_P15	1391.0	0	0	0	0	0	0	0	0	0	40989.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76144	PHA_P07	1653.0	0	0	0	0	0	0	0	0	0	30920.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76072	KUS_P10	2629.0	0	0	0	0	0	0	0	0	0	16659.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76277	RAF_O07	5136.0	0	0	0	0	0	0	0	0	0	11646.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76283	RAF_O13	6734.0	0	0	0	0	0	0	0	0	0	14074.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76278	RAF_O08	12102.0	0	0	0	0	0	0	0	0	0	12849.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76407	SIS_M03	292.0	0	0	0	0	0	0	0	0	0	0	0	27112.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76382	SIS_A08	0	732.0	0	0	0	0	0	0	0	0	0	0	36673.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76377	SIS_A02	2268.0	0	0	0	0	0	0	0	0	0	0	0	28643.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76380	SIS_A05	6304.0	0	0	0	0	0	0	0	0	0	0	0	41793.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76015	KUS_A13	8296.0	0	0	0	0	0	0	0	0	0	0	0	12153.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76347	SEM_O02	8622.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11433.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76371	SEM_P11	0	0	0	22216.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76359	SEM_O14	0	0	0	23533.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76368	SEM_P08	0	0	0	22091.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76208	PJO_O12	0	0	0	16501.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76353	SEM_O08	0	0	0	14923.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76198	PJO_O02	0	0	0	22738.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76203	PJO_O07	0	0	0	48295.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76205	PJO_O09	0	0	0	26917.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76204	PJO_O08	0	0	0	19623.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76192	PJO_M11	0	0	0	0	13912.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.0	0	0	0	0	0	0	0	0	0	0
76195	PJO_M14	0	0	0	0	22818.0	0	0	0	1058.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76196	PJO_M15	0	0	0	0	14271.0	0	0	0	522.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76194	PJO_M13	0	0	0	0	20481.0	0	0	676.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76103	PHA_D11	0	0	0	0	9319.0	0	0	0	605.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76104	PHA_D12	0	0	0	0	6553.0	0	451.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403.0	0	0	0	0	0	0	0	0
76375	SEM_P15	0	0	0	0	0	10748.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76346	SEM_O01	0	0	0	0	0	32161.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76366	SEM_P06	0	0	0	0	0	29880.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76374	SEM_P14	0	0	0	0	0	26842.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76129	PHA_O07	0	1627.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15420.0	0	0	0	0	0	0
76128	PHA_O06	0	3362.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10316.0	0	0	0	0	0	0
76197	PJO_O01	262.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25483.0	0	0
76005	KUS_A03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76239	RAF_A13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76381	SIS_A06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76171	PJO_D05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76164	PJO_A13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76113	PHA_M06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76090	PHA_A13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76089	PHA_A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76179	PJO_D13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sequence accession / SymPortal UID		1330/32/20866/25883-25877	25883/32/1330-20866	32/1330-20866-105306	25883-32	32/1330/20866-25883-80	25883-41-25896	1584	853-854-1730-2332-3295-2308	853/854-1730-2308-2582	853-854-1730-2332-2308	853-854-2308-2582-944-2587-1759	853-854-1730-2332	853-854-1730-2332-3295	853/854/25940-25950	853-854-1730-933-2308-2332-855	853-854-2308	853-854-1730-2582-2308-2587-944-1759-2597-1768-2594	853-854-933-1730-855	853-854-1730-2308	853-854-1730	25940	853-854-1730-2332-933	853-854-1730-2308-1752	854-853-933	853-854-1730-2308-1752-855	853-854-1730-2332-855-1752	854-853	853-854-2308-1730-855	853-854-933-1730	853-854-1730-2332-855
Average defining sequence proportions and [stdev]		0.335[0.154]/0.333[0.111]/0.175[0.063]/0.135[0.175]-0.021[0.011]	0.798[0.148]/0.124[0.055]/0.052[0.075]-0.026[0.035]	0.474[0.048]/0.291[0.069]-0.206[0.033]-0.028[0.004]	0.950[0.023]-0.050[0.023]	0.363[0.194]/0.285[0.125]/0.258[0.167]-0.081[0.036]-0.014[0.012]	0.975[0.004]-0.014[0.003]-0.012[0.001]	1.000[0.000]	0.660[0.029]-0.180[0.033]-0.083[0.027]-0.031[0.011]-0.030[0.013]-0.017[0.009]	0.648[0.057]/0.244[0.067]-0.053[0.022]-0.029[0.012]-0.025[0.010]	0.689[0.042]-0.185[0.046]-0.074[0.021]-0.032[0.012]-0.020[0.009]	0.634[0.031]-0.264[0.034]-0.044[0.017]-0.022[0.007]-0.014[0.006]-0.014[0.005]-0.010[0.004]	0.697[0.028]-0.163[0.031]-0.101[0.026]-0.039[0.011]	0.664[0.017]-0.163[0.027]-0.087[0.014]-0.044[0.011]-0.042[0.017]	0.386[0.194]/0.302[0.064]/0.268[0.134]-0.044[0.025]	0.620[0.026]-0.246[0.024]-0.051[0.024]-0.025[0.011]-0.022[0.011]-0.018[0.005]-0.018[0.008]	0.635[0.035]-0.316[0.041]-0.048[0.014]	0.614[0.040]-0.226[0.052]-0.039[0.014]-0.029[0.008]-0.023[0.013]-0.016[0.005]-0.016[0.005]-0.015[0.006]-0.008[0.006]-0.008[0.003]-0.007[0.003]	0.603[0.032]-0.283[0.025]-0.043[0.009]-0.043[0.011]-0.028[0.005]	0.665[0.038]-0.231[0.032]-0.076[0.020]-0.028[0.009]	0.664[0.029]-0.249[0.046]-0.087[0.021]	1.000[0.000]	0.662[0.006]-0.233[0.039]-0.051[0.039]-0.028[0.008]-0.025[0.020]	0.683[0.045]-0.214[0.036]-0.057[0.009]-0.030[0.017]-0.017[0.000]	0.459[0.001]-0.331[0.007]-0.211[0.009]	0.656[nan]-0.233[nan]-0.087[nan]-0.012[nan]-0.008[nan]-0.003[nan]	0.623[nan]-0.275[nan]-0.051[nan]-0.022[nan]-0.019[nan]-0.010[nan]	0.894[nan]-0.106[nan]	0.645[nan]-0.285[nan]-0.052[nan]-0.012[nan]-0.006[nan]	0.615[nan]-0.294[nan]-0.051[nan]-0.041[nan]	0.677[nan]-0.171[nan]-0.081[nan]-0.058[nan]-0.013[nan]
